vendor,product_name,current_price,old_price,month
Metro,"Medium Roast Ground Coffee, Breakfast Blend",11.99,12.99,8
Metro,"Medium Roast Ground Coffee, Breakfast Blend",8.99,12.99,8
Metro,"Medium Roast Ground Coffee, Breakfast Blend",11.99,12.99,9
Metro,"Medium Roast Ground Coffee, Breakfast Blend",9.99,12.99,9
Metro,"Medium Roast Ground Coffee, Breakfast Blend",9.99,12.99,10
Metro,"Medium Roast Ground Coffee, Breakfast Blend",8.99,12.99,10
Metro,"Medium Roast Ground Coffee, Breakfast Blend",9.99,12.99,11
Metro,"Espresso Instant Coffee With Crema, Gold",2,8.29,6
Metro,"Espresso Instant Coffee With Crema, Gold",5.99,8.29,7
Metro,"Espresso Instant Coffee With Crema, Gold",6.99,8.29,7
Metro,"Espresso Instant Coffee With Crema, Gold",6.99,8.29,8
Metro,"Espresso Instant Coffee With Crema, Gold",5.99,8.29,8
Metro,"Espresso Instant Coffee With Crema, Gold",5.99,8.29,9
Metro,"Espresso Instant Coffee With Crema, Gold",5.99,8.29,10
Metro,"Espresso Instant Coffee With Crema, Gold",5.99,8.29,11
Metro,"Dark Espresso Ground Coffee, Intenso",12.99,15.99,6
Metro,"Dark Espresso Ground Coffee, Intenso",10.99,15.99,6
Metro,"Dark Espresso Ground Coffee, Intenso",10.99,15.99,7
Metro,"Dark Espresso Ground Coffee, Intenso",10.99,15.99,8
Metro,"Dark Espresso Ground Coffee, Intenso",12.99,15.99,8
Metro,"Dark Espresso Ground Coffee, Intenso",12.99,15.99,9
Metro,"Dark Espresso Ground Coffee, Intenso",10.99,15.99,9
Metro,"Dark Espresso Ground Coffee, Intenso",10.99,15.99,10
Metro,"Medium Espresso Ground Coffee, Classico",12.99,15.99,6
Metro,"Medium Espresso Ground Coffee, Classico",10.99,15.99,6
Metro,"Medium Espresso Ground Coffee, Classico",10.99,15.99,7
Metro,"Medium Espresso Ground Coffee, Classico",10.99,15.99,8
Metro,"Medium Espresso Ground Coffee, Classico",12.99,15.99,8
Metro,"Medium Espresso Ground Coffee, Classico",12.99,15.99,9
Metro,"Medium Espresso Ground Coffee, Classico",10.99,15.99,9
Metro,"Medium Espresso Ground Coffee, Classico",10.99,15.99,10
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",6.49,8.99,6
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",5.99,8.99,6
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",6.49,8.99,7
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",6.99,8.49,7
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",7.99,8.49,7
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",7.99,8.49,8
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",7.99,8.99,8
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",6.99,8.99,8
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",6.99,8.99,9
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",4.99,8.99,9
Metro,"Capsules Of Roasted Ground Coffee, Crema E Gusto",4.99,8.99,10
Metro,Espresso Ground Coffee,3.9899999999999998,4.49,6
Metro,Espresso Ground Coffee,3.9899999999999998,4.49,7
Metro,Espresso Ground Coffee,3.9899999999999998,4.99,8
Metro,Espresso Ground Coffee,3.9899999999999998,4.99,9
Metro,"Dark Roast K-Cup Coffee Pods, Holiday Blend",9.99,12.99,11
Metro,Caramel Flavoured Instant Coffee,2,8.49,6
Metro,Caramel Flavoured Instant Coffee,5.99,8.49,7
Metro,Caramel Flavoured Instant Coffee,6.99,8.49,7
Metro,Caramel Flavoured Instant Coffee,6.99,8.49,8
Metro,Caramel Flavoured Instant Coffee,5.99,8.49,8
Metro,Caramel Flavoured Instant Coffee,5.99,8.49,9
Metro,Caramel Flavoured Instant Coffee,5.99,8.49,10
Metro,Caramel Flavoured Instant Coffee,5.99,8.49,11
Metro,"Medium Roast K-Cup Coffee Pods, Qualità Rossa",19.99,24.99,8
Metro,"Medium Roast K-Cup Coffee Pods, Qualità Rossa",19.99,24.99,9
Metro,"Medium Roast K-Cup Coffee Pods, Qualità Rossa",19.99,24.99,10
Metro,"Organic Whole Bean Coffee, Get Cranked",13.49,14.99,10
Metro,Sweet And Creamy Original Instant Coffee,2,8.29,6
Metro,Sweet And Creamy Original Instant Coffee,5.99,8.29,7
Metro,Sweet And Creamy Original Instant Coffee,6.99,8.29,7
Metro,Sweet And Creamy Original Instant Coffee,6.99,8.29,8
Metro,Sweet And Creamy Original Instant Coffee,5.99,8.29,8
Metro,Sweet And Creamy Original Instant Coffee,5.99,8.29,9
Metro,Sweet And Creamy Original Instant Coffee,5.99,8.29,10
Metro,Sweet And Creamy Original Instant Coffee,5.99,8.29,11
Metro,Balzac Blend K-Cup® Coffee Pods,14.99,18.99,6
Metro,Balzac Blend K-Cup® Coffee Pods,14.99,18.99,7
Metro,Balzac Blend K-Cup® Coffee Pods,16.99,18.99,8
Metro,Balzac Blend K-Cup® Coffee Pods,16.99,18.99,9
Metro,Balzac Blend K-Cup® Coffee Pods,15.99,18.99,9
Metro,Balzac Blend K-Cup® Coffee Pods,15.99,18.99,10
Metro,"Decaffeinated K-Cup Coffee Pods, House Blend",10.99,12.99,6
Metro,"Decaffeinated K-Cup Coffee Pods, House Blend",10.99,12.99,7
Metro,"Decaffeinated K-Cup Coffee Pods, House Blend",9.99,11.99,9
Metro,"Decaffeinated K-Cup Coffee Pods, House Blend",9.99,11.99,10
Metro,"Decaffeinated K-Cup Coffee Pods, House Blend",9.99,11.99,11
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",8.99,12.99,6
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",10.99,12.99,6
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",10.99,12.99,7
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",8.99,12.99,7
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",11.99,12.99,7
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",11.99,12.99,8
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",8.99,12.99,8
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",11.99,12.99,9
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",9.99,12.99,9
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",9.99,12.99,10
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",8.99,12.99,10
Metro,"Medium Roast Decaffeinated Ground Coffee, House Blend",9.99,12.99,11
Metro,Medium Roast Caramel Flavoured Ground Coffee,10.99,12.99,6
Metro,Medium Roast Caramel Flavoured Ground Coffee,8.99,12.99,6
Metro,Medium Roast Caramel Flavoured Ground Coffee,10.99,12.99,7
Metro,Medium Roast Caramel Flavoured Ground Coffee,8.99,12.99,7
Metro,Medium Roast Caramel Flavoured Ground Coffee,11.99,12.99,7
Metro,Medium Roast Caramel Flavoured Ground Coffee,11.99,12.99,8
Metro,Medium Roast Caramel Flavoured Ground Coffee,8.99,12.99,8
Metro,Medium Roast Caramel Flavoured Ground Coffee,11.99,12.99,9
Metro,Medium Roast Caramel Flavoured Ground Coffee,9.99,12.99,9
Metro,Medium Roast Caramel Flavoured Ground Coffee,9.99,12.99,10
Metro,Medium Roast Caramel Flavoured Ground Coffee,8.99,12.99,10
Metro,Medium Roast Caramel Flavoured Ground Coffee,9.99,12.99,11
Metro,Rich Instant Coffee,4.49,6.99,7
Metro,Rich Instant Coffee,2.9899999999999998,5.49,7
Metro,Rich Instant Coffee,4.49,5.49,8
Metro,Rich Instant Coffee,2.9899999999999998,5.49,9
Metro,Rich Instant Coffee,3.9899999999999998,5.49,11
Metro,"French Vanilla Flavoured Coffee Whitener, Zero Sugar",5.99,7.49,6
Metro,"French Vanilla Flavoured Coffee Whitener, Zero Sugar",6.49,7.49,7
Metro,"French Vanilla Flavoured Coffee Whitener, Zero Sugar",5.99,7.49,7
Metro,"French Vanilla Flavoured Coffee Whitener, Zero Sugar",6.49,7.49,8
Metro,"French Vanilla Flavoured Coffee Whitener, Zero Sugar",5.99,7.49,10
Metro,Colombian Instant Coffee,2,8.49,6
Metro,Colombian Instant Coffee,5.99,8.49,7
Metro,Colombian Instant Coffee,6.99,8.49,7
Metro,Colombian Instant Coffee,6.99,8.49,8
Metro,Colombian Instant Coffee,5.99,8.49,8
Metro,Colombian Instant Coffee,5.99,8.49,9
Metro,Colombian Instant Coffee,5.99,8.49,10
Metro,Colombian Instant Coffee,5.99,8.49,11
Metro,"Decaffeinated K-Cup Coffee Pods, Keurig",22.99,24.99,8
Metro,"Decaffeinated K-Cup Coffee Pods, Keurig",22.99,24.99,9
Metro,"Decaffeinated K-Cup Coffee Pods, Keurig",22.99,24.99,10
Metro,"Dark Roast K-Cup Coffee Pods, Caffè Verona",10.99,12.99,6
Metro,"Dark Roast K-Cup Coffee Pods, Caffè Verona",10.99,12.99,7
Metro,"Dark Roast K-Cup Coffee Pods, Caffè Verona",9.99,11.99,9
Metro,"Dark Roast K-Cup Coffee Pods, Caffè Verona",9.99,11.99,10
Metro,"Dark Roast K-Cup Coffee Pods, Caffè Verona",9.99,11.99,11
Metro,"Medium And Dark Roast Blend Instant Coffee, Gold",6.99,8.29,7
Metro,"Medium And Dark Roast Blend Instant Coffee, Gold",6.99,8.29,8
Metro,"Medium And Dark Roast Blend Instant Coffee, Gold",5.99,8.29,8
Metro,"Medium And Dark Roast Blend Instant Coffee, Gold",5.99,8.29,9
Metro,"Medium And Dark Roast Blend Instant Coffee, Gold",5.99,8.29,10
Metro,"Medium And Dark Roast Blend Instant Coffee, Gold",5.99,8.29,11
Metro,Halloween Edition Pumpkin Spice Flavoured Coffee Enh...,7.49,8.99,10
Metro,Halloween Edition Pumpkin Spice Flavoured Coffee Enh...,7.49,8.99,11
Metro,Southern Butter Pecan Flavoured Coffee Enhancer,5.99,7.49,6
Metro,Southern Butter Pecan Flavoured Coffee Enhancer,6.49,7.49,7
Metro,Southern Butter Pecan Flavoured Coffee Enhancer,5.99,7.49,7
Metro,Southern Butter Pecan Flavoured Coffee Enhancer,6.49,7.49,8
Metro,Southern Butter Pecan Flavoured Coffee Enhancer,5.99,7.49,10
Metro,French Vanilla Flavoured Coffee Enhancer,5.99,7.49,6
Metro,French Vanilla Flavoured Coffee Enhancer,6.49,7.49,7
Metro,French Vanilla Flavoured Coffee Enhancer,5.99,7.49,7
Metro,French Vanilla Flavoured Coffee Enhancer,6.49,7.49,8
Metro,French Vanilla Flavoured Coffee Enhancer,5.99,7.49,10
Metro,Sweetened Condensed Coffee Whitener,1.99,2.4899999999999998,6
Metro,Sweetened Condensed Coffee Whitener,1.99,2.4899999999999998,7
Metro,Sweetened Condensed Coffee Whitener,1.99,2.4899999999999998,8
Metro,Sweetened Condensed Coffee Whitener,1.98,2.4899999999999998,8
Metro,Sweetened Condensed Coffee Whitener,1.98,2.4899999999999998,9
Metro,Hazelnut Flavoured Coffee Enhancer,5.99,7.49,6
Metro,Hazelnut Flavoured Coffee Enhancer,6.49,7.49,7
Metro,Hazelnut Flavoured Coffee Enhancer,5.99,7.49,7
Metro,Hazelnut Flavoured Coffee Enhancer,6.49,7.49,8
Metro,Hazelnut Flavoured Coffee Enhancer,5.99,7.49,10
Metro,Caramel Macchiato Flavoured Sugar Free Coffee Enhancer,5.99,7.49,6
Metro,Caramel Macchiato Flavoured Sugar Free Coffee Enhancer,5.99,7.49,7
Metro,Caramel Macchiato Flavoured Sugar Free Coffee Enhancer,5.99,7.49,10
Metro,10% Coffee Cream,3.9899999999999998,4.6899999999999995,6
Metro,10% Coffee Cream,3.79,4.99,6
Metro,10% Coffee Cream,3.79,4.99,7
Metro,10% Coffee Cream,2.9899999999999998,4.99,7
Metro,10% Coffee Cream,3.79,4.99,8
Metro,10% Coffee Cream,4.49,4.99,8
Metro,10% Coffee Cream,3.9899999999999998,4.99,8
Metro,10% Coffee Cream,3.9899999999999998,4.99,9
Metro,10% Coffee Cream,3.9899999999999998,4.99,10
Metro,10% Coffee Cream,4.49,4.99,10
Metro,10% Coffee Cream,4.49,5.09,10
Metro,10% Coffee Cream,4.49,5.09,11
Metro,10% Coffee Cream,3.9899999999999998,5.09,11
Metro,10% Coffee Cream,2,5.1899999999999995,6
Metro,10% Coffee Cream,4.49,5.1899999999999995,6
Metro,10% Coffee Cream,2,5.1899999999999995,7
Metro,10% Coffee Cream,2,5.1899999999999995,8
Metro,10% Coffee Cream,2.9899999999999998,5.1899999999999995,8
Metro,10% Coffee Cream,4.49,5.1899999999999995,8
Metro,10% Coffee Cream,4.49,5.1899999999999995,9
Metro,10% Coffee Cream,2,5.1899999999999995,9
Metro,10% Coffee Cream,2,5.1899999999999995,10
Metro,10% Coffee Cream,4.49,5.29,10
Metro,10% Coffee Cream,3.4899999999999998,5.29,10
Metro,10% Coffee Cream,3.4899999999999998,5.29,11
Metro,10% Coffee Cream,3.29,3.79,6
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,6.49,7.79,6
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,6.49,7.79,7
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,4.99,7.79,8
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,4.99,7.79,9
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,6.49,7.79,9
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,4.99,7.79,10
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,5.99,7.99,10
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,5.99,7.99,11
Metro,3.25% Coffee Flavoured Skyr Icelandic Style Yogurt,6.99,7.99,11
Metro,Gluten Free Coffee Cake Mix,8.99,9.99,9
Metro,Gluten Free Coffee Cake Mix,8.99,9.99,11
Metro,Hazelnut Cream Flavoured K-Cup Coffee Pods,20.99,22.99,6
Metro,Hazelnut Cream Flavoured K-Cup Coffee Pods,16.99,22.99,6
Metro,Hazelnut Cream Flavoured K-Cup Coffee Pods,16.99,22.99,7
Metro,Hazelnut Cream Flavoured K-Cup Coffee Pods,20.99,22.99,8
Metro,Hazelnut Cream Flavoured K-Cup Coffee Pods,16.99,22.99,8
Metro,Hazelnut Cream Flavoured K-Cup Coffee Pods,16.99,22.99,9
Metro,Hazelnut Cream Flavoured K-Cup Coffee Pods,21.99,23.99,10
Metro,Hazelnut Cream Flavoured K-Cup Coffee Pods,19.99,24.99,11
Metro,Decaffeinated Ground Coffee,8.99,14.49,6
Metro,Decaffeinated Ground Coffee,8.99,14.49,7
Metro,Decaffeinated Ground Coffee,8.99,14.49,8
Metro,Decaffeinated Ground Coffee,8.99,16.99,10
Metro,Decaffeinated Ground Coffee,9.99,14.99,10
Metro,Decaffeinated Ground Coffee,9.99,14.99,11
Metro,"Hazelnut Flavoured K-Cup Coffee Pods, Keurig",10.99,12.99,7
Metro,"Hazelnut Flavoured K-Cup Coffee Pods, Keurig",11.99,12.99,9
Metro,"Hazelnut Flavoured K-Cup Coffee Pods, Keurig",10.99,12.99,10
Metro,"Hazelnut Flavoured K-Cup Coffee Pods, Keurig",10.99,12.99,11
Metro,"Decaffeinated Instant Coffee, Taster's Choice",2,8.49,6
Metro,"Decaffeinated Instant Coffee, Taster's Choice",5.99,8.49,7
Metro,"Decaffeinated Instant Coffee, Taster's Choice",6.99,8.49,7
Metro,"Decaffeinated Instant Coffee, Taster's Choice",6.99,8.49,8
Metro,"Decaffeinated Instant Coffee, Taster's Choice",5.99,8.49,8
Metro,"Decaffeinated Instant Coffee, Taster's Choice",5.99,8.49,9
Metro,"Decaffeinated Instant Coffee, Taster's Choice",5.99,8.49,10
Metro,"Decaffeinated Instant Coffee, Taster's Choice",5.99,8.49,11
Metro,"Medium Roast Coarse Ground Coffee, Original Blend",9.99,10.99,6
Metro,"Medium Roast Coarse Ground Coffee, Original Blend",9.99,10.99,7
Metro,"Medium Roast Coarse Ground Coffee, Original Blend",9.99,10.99,10
Metro,"Medium Roast Coarse Ground Coffee, Original Blend",9.99,10.99,11
Metro,"Organic Light  Roast Coffee Beans, Hola",13.99,20.99,8
Metro,"Organic Light  Roast Coffee Beans, Hola",13.99,20.99,9
Metro,"Organic Light  Roast Coffee Beans, Hola",12,20.99,9
Metro,"Organic Light  Roast Coffee Beans, Hola",16.99,20.99,9
Metro,"Organic Light  Roast Coffee Beans, Hola",12,20.99,10
Metro,"Organic Light  Roast Coffee Beans, Hola",13.99,20.99,10
Metro,"Organic Light  Roast Coffee Beans, Hola",13.99,20.99,11
Metro,Dark-Medium Roast Colombian Fine Ground Coffee,9.99,10.99,6
Metro,Dark-Medium Roast Colombian Fine Ground Coffee,9.99,10.99,7
Metro,Dark-Medium Roast Colombian Fine Ground Coffee,9.99,10.99,10
Metro,Dark-Medium Roast Colombian Fine Ground Coffee,9.99,10.99,11
Metro,"Cappucino Coffee T-Discs, Nabob",10.99,11.99,11
Metro,Dark Roast Fine Ground Coffee,22.99,24.99,6
Metro,Dark Roast Fine Ground Coffee,22.99,24.99,7
Metro,Dark Roast Fine Ground Coffee,22.99,24.99,8
Metro,Dark Roast Fine Ground Coffee,22.99,24.99,9
Metro,Medium Roast Hazelnut Flavoured Fine Ground Coffee,9.99,10.99,10
Metro,Medium Roast Hazelnut Flavoured Fine Ground Coffee,9.99,10.99,11
Metro,"Classic Instant Coffee, Taster's Choice",13.99,16.99,8
Metro,"Classic Instant Coffee, Taster's Choice",13.99,16.99,9
Metro,"Classic Instant Coffee, Taster's Choice",13.99,16.99,10
Metro,"Classic Instant Coffee, Taster's Choice",13.99,16.99,11
Metro,"Organic Dark Roast Ground Coffee, Grizzly Claw",10.99,14.49,8
Metro,"Organic Dark Roast Ground Coffee, Grizzly Claw",9.99,14.49,8
Metro,"Organic Dark Roast Ground Coffee, Grizzly Claw",10.99,14.49,9
Metro,"Organic Dark Roast Ground Coffee, Grizzly Claw",8.99,14.49,9
Metro,"Organic Dark Roast Ground Coffee, Grizzly Claw",7.99,14.49,10
Metro,"Bold Roast Fine Ground Coffee, French Blend",9.99,10.99,10
Metro,"Bold Roast Fine Ground Coffee, French Blend",9.99,10.99,11
Metro,French Vanilla Flavoured Medium Roast K-Cup Coffee P...,10.99,12.99,10
Metro,French Vanilla Flavoured Medium Roast K-Cup Coffee P...,10.99,12.99,11
Metro,"Mocha Cappuccino Coffee Beverage, Perfectly Protein",7.49,7.99,6
Metro,"Mocha Cappuccino Coffee Beverage, Perfectly Protein",7.49,7.99,7
Metro,"Mocha Cappuccino Coffee Beverage, Perfectly Protein",7.49,7.99,9
Metro,"Mocha Cappuccino Coffee Beverage, Perfectly Protein",7.49,7.99,10
Metro,Basket Coffee Filters,3.9899999999999998,5.99,6
Metro,Basket Coffee Filters,3.9899999999999998,5.99,7
Metro,Basket Coffee Filters,4.79,5.99,9
Metro,Basket Coffee Filters,4.79,5.99,10
Metro,"Finely Ground Instant Coffee, Gold",2,8.29,6
Metro,"Finely Ground Instant Coffee, Gold",5.99,8.29,7
Metro,"Finely Ground Instant Coffee, Gold",6.99,8.29,7
Metro,"Finely Ground Instant Coffee, Gold",6.99,8.29,8
Metro,"Finely Ground Instant Coffee, Gold",5.99,8.29,8
Metro,"Finely Ground Instant Coffee, Gold",5.99,8.29,9
Metro,"Finely Ground Instant Coffee, Gold",5.99,8.29,10
Metro,"Finely Ground Instant Coffee, Gold",5.99,8.29,11
Metro,"Medium Roast K-Cup Coffee Pods, Gold",18.99,20.99,8
Metro,"Finely Ground Dark Roast Instant Coffee, Gold",2,8.29,6
Metro,"Finely Ground Dark Roast Instant Coffee, Gold",5.99,8.29,7
Metro,"Finely Ground Dark Roast Instant Coffee, Gold",6.99,8.29,7
Metro,"Finely Ground Dark Roast Instant Coffee, Gold",6.99,8.29,8
Metro,"Finely Ground Dark Roast Instant Coffee, Gold",5.99,8.29,8
Metro,"Finely Ground Dark Roast Instant Coffee, Gold",5.99,8.29,9
Metro,"Finely Ground Dark Roast Instant Coffee, Gold",5.99,8.29,10
Metro,"Finely Ground Dark Roast Instant Coffee, Gold",5.99,8.29,11
Metro,"Light Roast K-Cup Coffee Pods, Breakfast Blend",15.99,21.99,6
Metro,"Light Roast K-Cup Coffee Pods, Breakfast Blend",15.99,21.99,7
Metro,"Light Roast K-Cup Coffee Pods, Breakfast Blend",17.99,21.99,8
Metro,"Light Roast K-Cup Coffee Pods, Breakfast Blend",17.99,21.99,9
Metro,"Light Roast K-Cup Coffee Pods, Breakfast Blend",14.99,21.99,10
Metro,"Light Roast K-Cup Coffee Pods, Breakfast Blend",14.99,21.99,11
Metro,"Extra Dark Roast K-Cup Coffee Pods, Rainforest Espresso",15.99,21.99,6
Metro,"Extra Dark Roast K-Cup Coffee Pods, Rainforest Espresso",15.99,21.99,7
Metro,"Extra Dark Roast K-Cup Coffee Pods, Rainforest Espresso",17.99,21.99,9
Metro,"Extra Dark Roast K-Cup Coffee Pods, Rainforest Espresso",14.99,21.99,10
Metro,"Extra Dark Roast K-Cup Coffee Pods, Rainforest Espresso",14.99,21.99,11
Metro,"Medium Roast K-Cup Coffee Pods, Colombian La Vereda",15.99,21.99,6
Metro,"Medium Roast K-Cup Coffee Pods, Colombian La Vereda",15.99,21.99,7
Metro,"Medium Roast K-Cup Coffee Pods, Colombian La Vereda",17.99,21.99,8
Metro,"Medium Roast K-Cup Coffee Pods, Colombian La Vereda",17.99,21.99,9
Metro,"Medium Roast K-Cup Coffee Pods, Colombian La Vereda",14.99,21.99,10
Metro,"Medium Roast K-Cup Coffee Pods, Colombian La Vereda",14.99,21.99,11
Metro,Organic Fair Trade Dark Roast Decaf Coffee Beans,13.99,15.49,6
Metro,Organic Fair Trade Dark Roast Decaf Coffee Beans,11.99,15.49,6
Metro,Organic Fair Trade Dark Roast Decaf Coffee Beans,11.99,15.49,7
Metro,Organic Fair Trade Dark Roast Decaf Coffee Beans,13.99,15.49,7
Metro,Organic Fair Trade Dark Roast Decaf Coffee Beans,13.99,15.49,9
Metro,Lively Up™ Dark Roast Coffee Beans,11.99,12.99,6
Metro,Lively Up™ Dark Roast Coffee Beans,11.99,12.99,7
Metro,Lively Up™ Dark Roast Coffee Beans,11.99,12.99,8
Metro,Lively Up™ Dark Roast Coffee Beans,11.99,12.99,9
Metro,Lively Up™ Dark Roast Coffee Beans,10.99,12.99,9
Metro,Lively Up™ Dark Roast Coffee Beans,10.99,12.99,10
Metro,Lively Up™ Dark Roast Coffee Beans,10.99,12.99,11
Metro,One Love™ 100% Ethiopian Medium Roast Ground Coffee,11.99,12.99,6
Metro,One Love™ 100% Ethiopian Medium Roast Ground Coffee,11.99,12.99,7
Metro,One Love™ 100% Ethiopian Medium Roast Ground Coffee,11.99,12.99,8
Metro,One Love™ 100% Ethiopian Medium Roast Ground Coffee,11.99,12.99,9
Metro,One Love™ 100% Ethiopian Medium Roast Ground Coffee,10.99,12.99,9
Metro,One Love™ 100% Ethiopian Medium Roast Ground Coffee,10.99,12.99,10
Metro,One Love™ 100% Ethiopian Medium Roast Ground Coffee,10.99,13.49,10
Metro,One Love™ 100% Ethiopian Medium Roast Ground Coffee,10.99,13.49,11
Metro,Buffalo Soldier™ Medium Dark Roast Coffee Pods,17.99,20.49,9
Metro,Buffalo Soldier™ Medium Dark Roast Coffee Pods,18.49,20.49,9
Metro,Buffalo Soldier™ Medium Dark Roast Coffee Pods,16.99,20.49,9
Metro,Buffalo Soldier™ Medium Dark Roast Coffee Pods,16.99,20.49,10
Metro,Buffalo Soldier™ Medium Dark Roast Coffee Pods,16.99,20.49,11
Metro,Intense Instant Coffee,2,8.49,6
Metro,Intense Instant Coffee,5.99,7.99,7
Metro,Intense Instant Coffee,6.99,7.99,7
Metro,Intense Instant Coffee,6.99,7.99,8
Metro,Intense Instant Coffee,5.99,7.99,8
Metro,Intense Instant Coffee,5.99,7.99,9
Metro,Intense Instant Coffee,5.99,6.99,9
Metro,Intense Instant Coffee,5.99,6.99,10
Metro,Intense Instant Coffee,5.99,7.49,10
Metro,Intense Instant Coffee,5.99,7.79,10
Metro,Intense Instant Coffee,5.99,7.79,11
Metro,Buffalo Soldier™ Medium Dark Roast Ground Coffee,11.99,12.99,6
Metro,Buffalo Soldier™ Medium Dark Roast Ground Coffee,11.99,12.99,7
Metro,Buffalo Soldier™ Medium Dark Roast Ground Coffee,11.99,12.99,9
Metro,Buffalo Soldier™ Medium Dark Roast Ground Coffee,10.99,12.99,9
Metro,Buffalo Soldier™ Medium Dark Roast Ground Coffee,10.99,12.99,10
Metro,Buffalo Soldier™ Medium Dark Roast Ground Coffee,10.99,13.49,11
Metro,One Love™ 100% Ethiopian Medium Roast Coffee Beans,11.99,12.99,6
Metro,One Love™ 100% Ethiopian Medium Roast Coffee Beans,11.99,12.99,7
Metro,One Love™ 100% Ethiopian Medium Roast Coffee Beans,11.99,12.99,8
Metro,One Love™ 100% Ethiopian Medium Roast Coffee Beans,11.99,12.99,9
Metro,One Love™ 100% Ethiopian Medium Roast Coffee Beans,10.99,12.99,9
Metro,One Love™ 100% Ethiopian Medium Roast Coffee Beans,10.99,12.99,10
Metro,One Love™ 100% Ethiopian Medium Roast Coffee Beans,10.99,12.99,11
Metro,Light Breakfast Blend K-Cup Coffee Capsule,9.49,11.99,7
Metro,Light Breakfast Blend K-Cup Coffee Capsule,9.99,11.99,9
Metro,Medium Colombian La Vereda K-Cup Coffee Capsule,9.99,11.99,9
Metro,Dark Espresso Roast Ground Coffee,10.99,12.99,6
Metro,Dark Espresso Roast Ground Coffee,8.99,12.99,6
Metro,Dark Espresso Roast Ground Coffee,10.99,12.99,7
Metro,Dark Espresso Roast Ground Coffee,8.99,12.99,7
Metro,Dark Espresso Roast Ground Coffee,11.99,12.99,7
Metro,Dark Espresso Roast Ground Coffee,9.99,13.29,7
Metro,Dark Espresso Roast Ground Coffee,11.99,12.99,8
Metro,Dark Espresso Roast Ground Coffee,8.99,12.99,8
Metro,Dark Espresso Roast Ground Coffee,11.99,12.99,9
Metro,Dark Espresso Roast Ground Coffee,9.99,12.99,9
Metro,Dark Espresso Roast Ground Coffee,9.99,12.99,10
Metro,Dark Espresso Roast Ground Coffee,8.99,12.99,10
Metro,Dark Espresso Roast Ground Coffee,9.99,12.99,11
Metro,"Medium Roast Ground Coffee, 1896 Tradition",9.99,22.9,6
Metro,"Medium Roast Ground Coffee, 1896 Tradition",12.99,22.9,8
Metro,"Medium Roast Ground Coffee, 1896 Tradition",10.99,22.9,10
Metro,"Medium Roast Ground Coffee, 1896 Tradition",15.99,22.99,10
Metro,"Organic Dark Roast Ground Coffee, 454 Horse Power",10.99,14.49,8
Metro,"Organic Dark Roast Ground Coffee, 454 Horse Power",9.99,14.49,8
Metro,"Organic Dark Roast Ground Coffee, 454 Horse Power",10.99,14.49,9
Metro,"Organic Dark Roast Ground Coffee, 454 Horse Power",8.99,14.49,9
Metro,"Organic Dark Roast Ground Coffee, 454 Horse Power",7.99,14.49,10
Metro,Organic Reserve Coffee Compostable Pods,9.99,22.49,6
Metro,Organic Reserve Coffee Compostable Pods,12.99,21.99,8
Metro,Organic Reserve Coffee Compostable Pods,10.99,21.99,10
Metro,"Medium Roast Decaffeinated K-Cup Coffee Pods, Keurig",10.99,12.99,7
Metro,"Medium Roast Decaffeinated K-Cup Coffee Pods, Keurig",11.99,12.99,9
Metro,"Medium Roast Decaffeinated K-Cup Coffee Pods, Keurig",10.99,12.99,10
Metro,"Medium Roast Decaffeinated K-Cup Coffee Pods, Keurig",10.99,12.99,11
Metro,"Medium Roast Fine Ground Coffee, Original Blend",22.99,24.99,6
Metro,"Medium Roast Fine Ground Coffee, Original Blend",22.99,24.99,7
